X1_f1,X1_f2,X1_f3,X1_f4,X1_f5,X1_f6,X1_f7,X1_f8,X1_f9,X1_f10,X1_f11,X1_f12,X1_f13,X1_f14,X1_f15,X2_f1,X2_f2,X2_f3,X2_f4,X2_f5,X2_f6,X2_f7,X2_f8,X2_f9,X2_f10,label,perm_1,perm_2,perm_3,perm_4,perm_5,perm_6,perm_7,perm_8,perm_9,perm_10
1.0,0.20904761904761907,0.48214285714285715,0.0,0.0,0.6153846153846154,0.125,0.17543859649122806,0.0,0.0,0.029850746268656716,1.0,0.0,0.0,0.05,1.6482850948857153,2.7911112976328623,2.4059550671642316,1.797149954259383,1.7260382107963552,1.9351771203823271,2.0660631456704484,2.5240673269676006,1.4591231655868164,1.628637173861937,-1.0,303.0,85.0,85.0,37.0,571.0,114.0,301.0,553.0,509.0,225.0
1.0,0.2777777777777778,0.13392857142857142,0.0,0.0,0.15384615384615385,0.125,0.021929824561403508,0.0,0.0,0.13432835820895522,0.0,0.0,0.0905,0.0,0.7715859514533864,1.512328880165468,1.2215491136773098,0.5168999448437593,0.6660699813773555,0.5202422041649389,0.5515123251046016,1.1511024099998033,0.7008993545684257,0.9545623914371628,-1.0,237.0,427.0,545.0,581.0,340.0,79.0,519.0,351.0,602.0,15.0
1.0,0.6785714285714286,0.5714285714285714,0.0,0.0,0.3076923076923077,0.875,0.0,0.0,0.0,0.22388059701492538,1.0,0.0,0.0,0.00247,1.8665859735019905,3.3163959276374753,2.821096806721123,2.175673836542499,2.018750311074831,2.3527094795732513,2.2905182546314133,2.7474110273099392,2.3746239954156096,1.7244806416356342,-1.0,541.0,190.0,460.0,648.0,367.0,618.0,590.0,313.0,535.0,47.0
0.0,0.4642857142857143,0.010357142857142856,0.5,0.5,0.15384615384615385,0.125,0.06140350877192982,0.0,0.0,0.11940298507462686,1.0,0.0,0.05,0.00375,1.5702736187595658,2.3975482304801843,1.896056877464407,1.514503334710133,1.6486026832660976,2.2417540097287425,2.109334950272743,2.1525967006620337,1.360506012135533,0.6955320738610563,-1.0,485.0,569.0,653.0,137.0,617.0,18.0,342.0,204.0,214.0,633.0
0.0,0.13619047619047617,0.39285714285714285,0.0,0.0,0.6923076923076923,0.0,0.07017543859649122,0.0,0.0,0.014925373134328358,1.0,0.0,0.04,0.00278,1.3879013917503766,1.742119951543817,1.4651193444373332,1.4631279888703548,1.2453465231126197,1.636570689026425,1.7933156722978643,1.8033103899577696,1.174947488567565,0.9159159259442491,-1.0,281.0,357.0,325.0,3.0,577.0,428.0,479.0,162.0,484.0,363.0
0.0,0.21428571428571427,0.05946428571428571,0.0,0.0,0.15384615384615385,0.125,0.17842105263157895,0.0,0.0,0.13432835820895522,1.0,0.0,0.1995,0.00827,0.9065613483127027,1.3338570644505015,1.3618556123691334,1.3278579456788446,1.2127281284108358,1.50944506975654,1.5491347913563518,1.479019458768414,0.9448753031666943,0.49314641275413756,-1.0,551.0,151.0,495.0,302.0,405.0,402.0,224.0,578.0,201.0,260.0
0.0,0.3028571428571428,0.08928571428571429,0.0,0.0,0.15384615384615385,0.125,0.09649122807017543,0.0,0.0,0.08955223880597014,1.0,0.0,0.08,0.02072,0.885848659348329,1.3620904676548264,1.285447177422387,1.2418436665198953,1.1958645050944423,1.4547652160088966,1.5129471492063864,1.3787912993816431,0.8678459624227254,0.47820374773533203,-1.0,84.0,188.0,551.0,653.0,240.0,78.0,285.0,10.0,521.0,58.0
0.0,0.15079365079365079,0.05357142857142857,0.0,0.0,0.6153846153846154,0.0,0.08333333333333333,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.00582,0.8382371794359752,0.7834445338500912,0.3426886653369298,0.5652332454015657,0.2932706239062836,0.6390188007016152,0.5331843463932371,0.770060765203364,0.61524127150699,0.4994170155866741,-1.0,466.0,82.0,503.0,477.0,47.0,192.0,538.0,367.0,469.0,623.0
1.0,0.4219047619047619,0.2692857142857143,0.5,0.5,0.6153846153846154,0.125,0.2807017543859649,0.0,0.0,0.208955223880597,1.0,0.0,0.0,0.023,2.4498765047441933,3.928844277134405,3.1322499816489047,2.221852645770635,2.292955561518102,2.9317527730438813,2.7484396478024777,3.4417675864388206,2.0527405535806,1.8767128252806649,-1.0,308.0,56.0,402.0,602.0,3.0,340.0,490.0,343.0,536.0,324.0
1.0,0.26587301587301587,0.23214285714285715,0.0,0.0,0.0,0.25,0.14035087719298245,0.0,0.0,0.1044776119402985,0.0,0.0,0.0,0.03065,0.6986943380231033,1.4529138862131925,1.2546757555420551,0.6080202318003836,0.7224646196826525,0.6189440440473387,0.6320513336218408,1.1389310943030613,0.8191507959061354,0.9362938948814821,-1.0,17.0,324.0,111.0,313.0,426.0,393.0,371.0,431.0,428.0,316.0
1.0,0.6203174603174603,0.5357142857142857,0.0,0.0,0.0,0.0,0.19298245614035087,0.0,0.0,0.208955223880597,1.0,0.0,0.0,0.022,1.5592743585365008,2.595900148340118,2.477453904144864,1.3960951850561611,1.8975686508443121,1.6796583420205853,2.1286543585052287,2.337853754381311,1.3847615930342512,1.3391986513127305,-1.0,168.0,43.0,481.0,320.0,466.0,583.0,196.0,606.0,39.0,261.0
1.0,0.5225396825396825,0.016428571428571428,0.0,0.0,0.15384615384615385,0.125,0.01456140350877193,0.0,0.0,0.16417910447761194,0.0,0.0,0.22,6e-05,0.9831277202117666,1.711003038520338,1.3064085660776472,0.5951006024837107,0.7973950266884493,0.6469414204179668,0.7138945796686001,1.3608956037697992,0.852265681997463,0.9334534226935893,-1.0,640.0,515.0,427.0,515.0,572.0,489.0,18.0,273.0,453.0,300.0
1.0,0.7076190476190476,0.35714285714285715,0.0,0.0,0.6153846153846154,0.0,0.14035087719298245,0.0,0.0,0.208955223880597,1.0,0.0,0.0,0.01602,2.07034630141052,3.183714190172731,2.5638164174601337,1.777378234259642,1.9894960436346665,2.09843661366138,2.3132314863565657,2.7754098558587694,1.6125852437756008,1.6531522278880373,-1.0,499.0,6.0,162.0,179.0,360.0,208.0,567.0,630.0,499.0,198.0
0.0,0.3742857142857143,0.23214285714285715,0.0,0.0,0.46153846153846156,0.125,0.14912280701754385,0.0,0.0,0.1791044776119403,0.0,0.0,0.0465,0.0,1.1587068909683849,1.0351673549363314,0.6676353542842325,0.7352193550134252,0.5473737646853986,0.868232309539762,0.8675378205716326,1.0804337708846383,1.1145408506946464,0.6265432725777332,-1.0,49.0,530.0,369.0,135.0,184.0,432.0,582.0,214.0,96.0,134.0
0.0,0.14809523809523806,0.08928571428571429,0.0,0.0,0.0,0.0,0.03807017543859649,0.0,0.0,0.16417910447761194,0.0,0.0,0.03,0.02184,0.3432309622476117,0.2528450386644839,0.26288360279175194,0.14822705311560375,0.18585986772925692,0.21387181104489825,0.24290886345394233,0.27656709308268507,0.32764985031783267,0.18185944887760133,-1.0,226.0,495.0,345.0,21.0,220.0,235.0,180.0,57.0,272.0,355.0
0.0,0.30158730158730157,0.05357142857142857,0.0,0.0,0.15384615384615385,0.125,0.19298245614035087,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.5815745991068747,0.5519815755086049,0.3257896115789681,0.45954691843203016,0.3675925022065811,0.5655588155562973,0.5459926619288503,0.6075875980026457,0.6228559179769979,0.2299340316308109,-1.0,436.0,233.0,511.0,522.0,464.0,415.0,427.0,646.0,85.0,298.0
1.0,0.12571428571428575,0.4107142857142857,0.5,0.5,0.3076923076923077,0.375,0.0,0.0,0.0,0.16417910447761194,0.0,0.0,0.0,0.0,1.5798927809413128,2.6702434593350928,2.0640512744857897,1.0938076938824541,1.1104872600248723,1.5002496068572548,1.258421155059309,2.1003731971678303,1.6420135859084508,1.5127297713132801,-1.0,85.0,210.0,40.0,260.0,587.0,563.0,159.0,159.0,296.0,127.0
1.0,0.23412698412698413,0.10857142857142857,0.5,0.5,0.7692307692307693,0.125,0.08912280701754387,0.0,0.0,0.014925373134328358,1.0,0.0,0.035,0.0,2.1062981200913082,3.722330864377355,2.807952691409262,2.046114022024716,2.0061332331599284,2.6443926827404107,2.385370072664888,3.132118741622945,1.6510278643021963,1.7256595980177727,-1.0,516.0,278.0,315.0,264.0,452.0,508.0,386.0,417.0,452.0,541.0
1.0,0.8717460317460318,0.5357142857142857,0.0,0.0,0.8461538461538461,0.625,0.0,0.0,0.0,0.208955223880597,1.0,0.0,0.0,0.03376,2.5308837315564485,3.86853619244068,2.9429369386016884,2.4102620217078172,2.194564776922173,2.6831806118851285,2.6503149747182064,3.266673698880408,2.554768695854167,2.0441368350117344,-1.0,11.0,175.0,277.0,338.0,69.0,89.0,584.0,442.0,344.0,4.0
0.0,0.2261904761904762,0.07142857142857142,0.0,0.0,0.38461538461538464,0.125,0.146140350877193,0.0,0.0,0.029850746268656716,0.0,0.0,0.0905,0.0,0.7640661018225274,0.712215766039392,0.3997879955970337,0.5952162077201362,0.3596441546076732,0.6556474280606722,0.6097093238704423,0.7952448803933659,0.7592281587930378,0.384489751212626,-1.0,287.0,273.0,245.0,279.0,404.0,27.0,535.0,538.0,13.0,111.0
0.0,0.32269841269841265,0.002857142857142857,0.5,0.5,0.46153846153846156,0.25,0.0014035087719298247,0.0,0.0,0.014925373134328358,0.0,0.0,0.14,0.02,1.4553754363503169,1.797424796904595,1.025861266918705,0.9610323420945011,0.7479907408033561,1.4652692306213662,1.1650945064144425,1.597486163477927,1.3542280412613286,0.670495299665461,-1.0,318.0,262.0,209.0,81.0,608.0,140.0,20.0,70.0,460.0,526.0
0.0,0.22095238095238098,0.07142857142857142,0.0,0.0,0.7692307692307693,0.125,0.03508771929824561,0.0,0.0,0.05970149253731343,1.0,0.0,0.07,0.07544,1.369057431097642,1.8546902334988344,1.3980612465852986,1.6379276755224652,1.2248711666250371,1.8333611308632185,1.6874283515682469,1.7909869532053073,1.1232793664774796,0.8888124420612716,-1.0,405.0,211.0,63.0,385.0,418.0,106.0,408.0,119.0,25.0,489.0
0.0,0.4801587301587302,0.07142857142857142,0.0,0.0,0.46153846153846156,0.0,0.06140350877192982,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.00015,0.9729487424251144,0.9102857971364402,0.38711604666160626,0.5025745429932208,0.4440504520343448,0.6585396789124918,0.7100558687927173,0.8564533269680289,0.7293944812126854,0.4134319618756326,-1.0,291.0,375.0,494.0,212.0,457.0,372.0,497.0,565.0,49.0,356.0
0.0,0.1798412698412698,0.06107142857142857,0.0,0.0,0.7692307692307693,0.0,0.05842105263157895,0.0,0.0,0.014925373134328358,0.0,0.0,0.1975,0.0002,1.0845528679604806,0.9698215733755591,0.4662848304780247,0.7110690920753426,0.35331067273322453,0.7439421508781665,0.7026431294093586,1.061066996570977,0.845154478763521,0.6015952963318432,-1.0,326.0,536.0,3.0,17.0,478.0,232.0,618.0,3.0,341.0,374.0
0.0,0.2896825396825397,0.0625,0.5,0.5,0.8461538461538461,0.125,0.0014035087719298247,0.0,1.0,0.0,0.0,0.0,0.1965,0.0,1.9983675356944468,2.481880492837103,1.9587275839976117,1.7999551013873747,1.7490266852414984,1.8010611973510604,1.5687344580648817,2.4125850441609575,1.5952052253428701,1.897266136809741,-1.0,632.0,516.0,375.0,492.0,314.0,301.0,138.0,251.0,56.0,465.0
1.0,0.7433333333333333,0.5892857142857143,0.0,0.0,0.6153846153846154,0.0,0.38596491228070173,0.0,1.0,0.0,0.0,0.0,0.0105,0.10561,2.22479124829624,2.871780879643305,2.586517585622159,1.9031359261616594,2.261007551012604,1.5961404113202282,1.979643805005899,2.8600777898749405,1.8082448911366324,2.5269263818791394,-1.0,211.0,615.0,12.0,652.0,77.0,293.0,605.0,503.0,55.0,213.0
1.0,0.4298412698412698,0.35714285714285715,0.0,0.0,0.6153846153846154,0.125,0.06140350877192982,0.0,1.0,0.0,1.0,0.0,0.0145,0.00837,1.816670355541385,3.267359312621148,3.1395510871544046,2.3621098817003325,2.678932317877693,2.041287143665357,2.2370535986643882,2.9541192531949783,1.4499561321784653,2.494405742470548,-1.0,413.0,128.0,411.0,198.0,428.0,586.0,450.0,291.0,226.0,492.0
0.0,0.08857142857142855,0.3392857142857143,0.0,0.0,0.6153846153846154,0.0,0.03508771929824561,0.0,1.0,0.0,0.0,0.0,0.03,0.004,1.1087756197180754,1.1858239400336963,1.275047882611393,1.216734340998319,1.2457494886511213,0.7419565667874205,0.860168024239506,1.3389611739216516,0.8760327438405707,1.6014379116419724,-1.0,488.0,284.0,309.0,103.0,213.0,297.0,480.0,542.0,148.0,431.0
1.0,0.2949206349206349,0.019285714285714288,0.0,0.0,0.15384615384615385,0.0,0.0014035087719298247,0.0,1.0,0.0,1.0,0.0,0.22,0.11177,1.1285912720636286,2.556894188040578,2.7909216981414704,1.944905774354353,2.3800327593940955,1.5539428757128744,1.7197097720509942,2.3508152650499734,0.751704256585889,2.029219331355228,-1.0,415.0,641.0,535.0,15.0,627.0,41.0,12.0,94.0,307.0,586.0
0.0,0.36380952380952386,0.11607142857142858,0.0,0.0,0.6153846153846154,0.125,0.3157894736842105,0.0,1.0,0.0,0.0,0.0,0.051,0.00639,1.3423638276628878,1.4698249815485012,1.3795986162190155,1.5900271520976317,1.5218623011778114,1.2210704436377962,1.198546945173811,1.7014423115536261,1.166019139312084,1.5535856087481308,-1.0,451.0,426.0,564.0,631.0,97.0,253.0,246.0,572.0,390.0,604.0
0.0,0.376984126984127,0.04017857142857143,0.5,0.5,0.07692307692307693,0.0,0.05263157894736842,1.0,1.0,0.0,0.0,0.0,0.2155,0.0,1.5212497540720271,2.0630853544409264,1.8208165301716581,1.4290443083369835,2.0888231231801564,1.8203268667031725,1.8341341505106796,2.0854038619300734,1.9112716135468082,2.18138056240306,-1.0,563.0,416.0,65.0,360.0,120.0,323.0,548.0,496.0,233.0,305.0
1.0,0.1798412698412698,0.09071428571428572,0.5,0.5,0.9230769230769231,0.0,0.008771929824561403,0.0,1.0,0.0,0.0,0.0,0.185,0.0,2.1243779438105594,3.3520189681027013,2.731103456415527,1.8770147561715829,2.043232315726755,1.8021901349690832,1.5996349087555044,2.943009978824919,1.4887457418257908,2.5697554651673618,-1.0,191.0,26.0,364.0,157.0,25.0,16.0,101.0,589.0,231.0,54.0
0.0,0.43777777777777777,0.0,0.0,0.0,0.0,0.25,0.5263157894736842,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.051932050015467,1.7820545054673778,2.1301568832617512,2.2141852778271716,2.3811556573483856,2.012875965878515,2.042023017111657,2.0733307809562684,1.1334534114641124,1.3066046289931244,-1.0,581.0,607.0,558.0,423.0,438.0,578.0,511.0,598.0,140.0,287.0
0.0,0.6706349206349206,0.44642857142857145,0.0,0.0,0.38461538461538464,0.125,0.2807017543859649,0.0,1.0,0.0,0.0,0.0,0.012,0.02028,1.6058596725543275,1.61830383859185,1.5806531664153407,1.5097977196013561,1.7318094903378614,1.2132594996803494,1.5252883121042031,1.8692404083722503,1.497693115044227,1.6073315228889735,-1.0,400.0,453.0,426.0,202.0,231.0,574.0,262.0,80.0,651.0,290.0
1.0,0.5726984126984127,0.48517857142857146,0.0,0.0,0.38461538461538464,0.125,0.2982456140350877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6739851936034462,2.485980126089382,2.3790018318448314,1.631563276468474,2.0432274921250917,1.24626047829811,1.5563698279132248,2.3862692931776417,1.4859479117947418,2.2478934059991187,-1.0,15.0,389.0,169.0,437.0,243.0,443.0,95.0,262.0,403.0,497.0
0.0,0.14158730158730162,0.375,0.0,0.0,0.6153846153846154,0.125,0.04684210526315789,0.0,1.0,0.0,1.0,0.0,0.05,0.0,1.445018212895951,2.0911000581287738,2.264936457435984,2.1536878203885736,2.1630560630358566,1.80541826284754,1.946717738269504,2.210571247634777,1.276750434137508,1.8426302437364133,-1.0,617.0,456.0,516.0,587.0,514.0,634.0,606.0,226.0,376.0,170.0
0.0,0.21031746031746032,0.05357142857142857,0.5,0.5,0.6923076923076923,0.0,0.013157894736842105,0.0,1.0,0.0,0.0,0.0,0.13,0.01065,1.7465565599576016,2.198525749270973,1.81507074144927,1.5667248601829824,1.6469207123562801,1.5738953960221524,1.390962350231482,2.1383066221879434,1.2792388340573537,1.759470865258235,-1.0,361.0,244.0,385.0,301.0,374.0,46.0,161.0,225.0,401.0,613.0
0.0,0.17857142857142858,0.44642857142857145,0.0,0.0,0.9230769230769231,0.0,0.10526315789473684,0.0,1.0,0.0,0.0,1.0,0.01,0.0,2.012192995250828,2.428949327323966,1.9131844522345107,1.8131192928478643,2.291577998937127,1.4280252447184918,2.145188756559167,2.75240017691737,2.138702831782935,2.623232919505752,-1.0,376.0,174.0,348.0,420.0,375.0,137.0,509.0,441.0,32.0,16.0
1.0,0.19571428571428567,0.3094642857142857,0.0,0.0,0.9230769230769231,0.0,0.04964912280701755,0.0,1.0,0.0,1.0,0.0,0.08,0.0015,1.8900680989401588,3.2948342816451177,3.1201928933234657,2.426770427622457,2.576024603581437,2.0475497105113196,2.165391015342332,3.0311270190259187,1.3567487753959402,2.63437427979931,-1.0,511.0,584.0,46.0,169.0,177.0,59.0,105.0,247.0,288.0,57.0
1.0,0.07412698412698415,0.33035714285714285,0.0,0.0,0.6153846153846154,0.0,0.04245614035087719,0.0,0.0,0.05970149253731343,1.0,0.0,0.03,0.0054,1.3577440380147758,2.5421040905201404,2.2079366209725473,1.5149592689835483,1.5163761964938456,1.6134877548311555,1.7103717604861088,2.195124635827871,1.0405242723468764,1.4864283715834339,-1.0,343.0,104.0,295.0,539.0,509.0,142.0,336.0,580.0,454.0,226.0
0.0,0.10190476190476193,0.29178571428571426,0.0,0.0,0.9230769230769231,0.0,0.0687719298245614,0.0,0.0,0.208955223880597,1.0,0.0,0.03,0.00158,1.618230767664517,1.9860481081903163,1.6085795472786495,1.6527071966269207,1.2902001136576595,1.860486565548241,1.8029235986535657,1.963141863773586,1.2967060322972865,1.1302969098366917,-1.0,384.0,243.0,83.0,152.0,529.0,264.0,403.0,603.0,427.0,294.0
0.0,0.5384126984126985,0.010357142857142856,0.0,0.0,0.0,0.25,0.5263157894736842,0.0,0.0,0.29850746268656714,1.0,0.0,0.0,0.15,1.2585994870220392,1.6517079634153817,1.6115287088931816,1.765723675165504,1.5900763324053333,2.148456074693148,1.987537995493656,1.8205105415700598,1.3460963447568102,0.6198855799992248,-1.0,332.0,156.0,554.0,280.0,583.0,537.0,165.0,608.0,615.0,297.0
1.0,0.11904761904761904,0.08339285714285714,0.0,0.0,0.23076923076923078,0.25,0.017543859649122806,0.0,0.0,0.05970149253731343,1.0,1.0,0.04,0.0,1.2689902285096435,3.0463959954441995,2.4457929450693987,1.6892041196626986,2.2653844695009933,1.8129103762231407,2.3308021546172073,2.756391709337143,1.6993632297244836,1.8755724435592969,-1.0,149.0,73.0,352.0,571.0,24.0,295.0,305.0,253.0,570.0,519.0
1.0,0.10984126984126986,0.10714285714285714,0.0,0.0,0.6153846153846154,0.0,0.005789473684210527,0.0,0.0,0.04477611940298507,1.0,0.0,0.05,6e-05,1.2056694696045616,2.477013821970036,2.060970978141553,1.4567460628773221,1.445212156855369,1.561361435057064,1.549440600331487,2.0561882375338625,0.8264502094876113,1.3478150968109883,-1.0,446.0,33.0,165.0,119.0,261.0,623.0,55.0,451.0,9.0,533.0
1.0,0.6877777777777777,0.6964285714285714,0.0,0.0,0.0,0.0,0.19298245614035087,0.0,0.0,0.1044776119402985,1.0,0.0,0.0,0.03,1.67759563504748,2.6651229331455193,2.519838490483816,1.4120620183971995,1.9600736288396239,1.69106048793292,2.298675744265817,2.4601356560419885,1.529165505571854,1.3759258429851757,-1.0,37.0,53.0,171.0,80.0,188.0,379.0,158.0,155.0,647.0,593.0
1.0,0.13761904761904764,0.20232142857142857,0.0,0.0,0.6153846153846154,0.0,0.09070175438596491,0.0,0.0,0.1044776119402985,1.0,0.0,0.0645,0.03257,1.4029027608012548,2.591089544128186,2.2213131265065527,1.5939987245742835,1.5594260402992761,1.7230838112393658,1.7373782288124993,2.2525970521385297,1.0450390863922623,1.4708974946091407,-1.0,82.0,45.0,57.0,595.0,73.0,438.0,197.0,507.0,435.0,51.0
0.0,0.5555555555555556,0.30357142857142855,0.0,0.0,0.0,0.125,0.43859649122807015,0.0,0.0,0.13432835820895522,1.0,0.0,0.0905,0.01655,1.3172571100775252,1.6152464543494056,1.624721511046552,1.519273890356776,1.5926288362532168,1.8447180304754363,2.111438002267712,1.8907589907030842,1.4105691583803173,0.5758109927163787,-1.0,196.0,246.0,652.0,268.0,524.0,455.0,225.0,477.0,325.0,499.0
0.0,0.4166666666666667,0.23214285714285715,0.0,0.0,0.9230769230769231,0.25,0.12280701754385964,0.0,0.0,0.014925373134328358,1.0,0.0,0.0,0.005,1.7563112429153318,2.267535226137716,1.603333080035997,1.9018608652493816,1.4666096772900452,2.152024214178573,2.0736757599952913,2.190386394431288,1.5958676122853925,1.055973390010232,-1.0,525.0,68.0,525.0,561.0,611.0,218.0,418.0,74.0,407.0,278.0
0.0,0.42587301587301585,0.17857142857142858,0.0,0.0,0.0,0.0,0.17543859649122806,0.0,0.0,0.1044776119402985,1.0,0.0,0.0,0.03065,0.920909053718199,1.3091621395392357,1.2982166922201022,1.122726680547506,1.2845697539512333,1.4096184473508426,1.6217587013094827,1.3652842674710601,0.8245094560682941,0.4253576360515894,-1.0,23.0,373.0,397.0,564.0,230.0,533.0,491.0,143.0,621.0,555.0
1.0,0.23682539682539686,0.037142857142857144,0.0,0.0,0.0,0.0,0.08771929824561403,0.0,0.0,0.07462686567164178,0.0,0.0,0.15,0.0143,0.5448804057913225,1.2355944178235427,1.0704842241557269,0.35064225575002517,0.594696740414696,0.34403888588301085,0.4475769505449577,0.9854045995099441,0.41938313917856856,0.7514488379465701,-1.0,90.0,402.0,84.0,172.0,526.0,469.0,473.0,344.0,243.0,256.0
1.0,0.3068253968253968,0.16517857142857142,0.0,0.0,0.6153846153846154,0.125,0.05701754385964912,0.0,0.0,0.029850746268656716,1.0,0.0,0.0,0.0,1.4179701849873902,2.722294340418372,2.1823817528097265,1.633370555027046,1.6145355551716394,1.7919229755535675,1.787768072482038,2.2703063370724927,1.1243229577613385,1.4122229865715203,-1.0,423.0,30.0,299.0,291.0,532.0,505.0,126.0,266.0,227.0,502.0
0.0,0.1203174603174603,0.375,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5866370253329398,0.6454892091233909,1.12650564617592,0.8375851792224089,1.1844224399809686,0.37268156999105895,0.6640063495683303,0.8835849697302489,0.5752349507019733,1.2084351342892499,-1.0,521.0,61.0,60.0,240.0,639.0,280.0,442.0,378.0,542.0,566.0
0.0,0.44841269841269843,0.007321428571428571,0.0,0.0,0.23076923076923078,0.125,0.17982456140350878,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.2174456353196679,1.9044591123074086,2.132018865330299,2.050836063264223,2.2500353022700956,1.7793378497998185,1.9271291956616072,2.1043570754354683,1.0792969771653802,1.4215750315861584,-1.0,642.0,115.0,523.0,596.0,603.0,566.0,329.0,317.0,54.0,327.0
0.0,0.4444444444444444,0.03428571428571429,0.0,0.0,0.7692307692307693,0.0,0.08771929824561403,0.0,1.0,0.0,1.0,0.0,0.255,0.006,1.7351796347818322,2.358533429781332,2.269308441930302,2.279217565171836,2.3054009477942876,2.00771555267301,2.1287219311360515,2.517734200260136,1.2937610948146656,1.7755015505977976,-1.0,547.0,484.0,410.0,565.0,189.0,400.0,522.0,76.0,478.0,598.0
0.0,0.14158730158730162,0.056607142857142856,0.5,0.5,0.6923076923076923,0.0,0.10824561403508771,0.0,0.0,0.08955223880597014,1.0,0.0,0.04,0.0,1.8303030663658943,2.595102731353436,1.9447967307302514,1.7579651415732127,1.5850500760600703,2.4236627453648567,2.1653600560173905,2.4102877857078817,1.4128344832772048,1.0231301751071005,-1.0,372.0,543.0,569.0,55.0,133.0,22.0,494.0,360.0,203.0,550.0
0.0,0.32936507936507936,0.1442857142857143,0.5,0.5,0.23076923076923078,0.25,0.2982456140350877,0.0,0.0,0.1044776119402985,0.0,0.0,0.0975,0.0,1.5104192818964037,1.7385319063442315,1.2074714738332601,1.065195842134709,0.93811537452837,1.626279695927104,1.4092885244243596,1.7434427822959628,1.5695971723332636,0.6654308523676211,-1.0,599.0,539.0,179.0,353.0,17.0,52.0,288.0,330.0,618.0,386.0
0.0,0.23015873015873015,0.18,0.5,0.5,0.0,0.25,0.05263157894736842,0.0,0.0,0.11940298507462686,0.0,0.0,0.072,7e-05,1.1022030824502407,1.386813890088329,1.0294307526196653,0.6741155179434947,0.7000660018353042,1.1743443246998437,1.010876460241644,1.2548420116545462,1.2201506855035684,0.5021803452193061,-1.0,306.0,41.0,73.0,410.0,56.0,532.0,242.0,372.0,319.0,279.0
0.0,0.3082539682539683,0.11303571428571428,0.5,0.5,0.7692307692307693,0.0,0.11105263157894738,0.0,0.0,0.04477611940298507,0.0,0.0,0.19,0.0,1.8989337917416578,2.05265354565523,1.1970399782575738,1.0898077334357419,0.8825431656815783,1.6309555362184651,1.4643995285907565,1.997488356919894,1.522653768103153,0.9124210191277946,-1.0,489.0,425.0,505.0,131.0,520.0,605.0,493.0,86.0,406.0,286.0
0.0,0.5463492063492064,0.27232142857142855,0.0,0.0,0.6923076923076923,0.125,0.543859649122807,0.0,0.0,0.1791044776119403,1.0,0.0,0.0,0.0079,1.9823241358035757,2.293939697318645,1.85101774926712,2.0710217173649474,1.7793056972641987,2.4527940844230076,2.466224080063988,2.500097448160302,1.8322496396510983,1.0541956356246922,-1.0,147.0,94.0,191.0,340.0,590.0,156.0,150.0,437.0,434.0,103.0
0.0,0.2195238095238095,0.07285714285714286,0.5,0.5,0.9230769230769231,0.0,0.07017543859649122,0.0,0.0,0.04477611940298507,0.0,0.0,0.185,0.0056,1.91937145138144,2.1000299397395192,1.1747661951705552,1.1424153545494815,0.8250352707727271,1.6593055503454728,1.401226557556118,2.003644647034091,1.490371309988361,0.9865494706907165,-1.0,81.0,171.0,643.0,138.0,362.0,134.0,586.0,260.0,488.0,337.0
0.0,0.14015873015873012,0.35857142857142854,0.0,0.0,0.7692307692307693,0.0,0.0014035087719298247,0.0,0.0,0.13432835820895522,1.0,0.0,0.03,0.00396,1.4755679046697943,1.8440948949040916,1.5301285447982893,1.4860789109992163,1.2428515508422318,1.676489595610922,1.745069077319296,1.8164775108209563,1.2049277411988557,1.0147018996479238,-1.0,367.0,146.0,135.0,327.0,580.0,403.0,96.0,380.0,159.0,156.0
1.0,0.16396825396825393,0.017857142857142856,0.0,0.0,0.6153846153846154,0.125,0.043859649122807015,0.0,0.0,0.014925373134328358,1.0,0.0,0.0,0.00678,1.170676385936774,2.5366912284517418,2.029091970935851,1.570631012266305,1.472780972204226,1.6906374173262138,1.557218071847915,2.060288052993878,0.8707980736984725,1.312308607816478,-1.0,105.0,195.0,350.0,488.0,500.0,528.0,474.0,332.0,593.0,85.0
1.0,0.43777777777777777,0.03571428571428571,0.0,0.0,0.23076923076923078,0.25,0.07894736842105263,0.0,1.0,0.0,0.0,0.0,0.0,0.003,0.9737176838854883,2.0611681407501745,1.9581789696852734,1.345980118686077,1.6807199841093043,0.8908407545809808,0.86671003689044,1.7082767418381835,0.8373651339269017,1.8825286617023502,-1.0,74.0,46.0,585.0,173.0,396.0,405.0,175.0,222.0,195.0,510.0
1.0,0.1111111111111111,0.36607142857142855,0.0,0.0,0.6153846153846154,0.0,0.024912280701754386,0.0,0.0,0.029850746268656716,0.0,0.0,0.0245,0.0,1.1392650064806527,1.78358008150972,1.3103271777874534,0.694737960707701,0.682554754266076,0.6650838261903771,0.7622256239113595,1.4645083070104024,0.8784229002605808,1.2935777094165888,-1.0,227.0,167.0,4.0,521.0,113.0,373.0,80.0,487.0,369.0,628.0
